tx	gene_id	CONTROL_REP1	CONTROL_REP2	CONTROL_REP3	CONTROL_REP4
FBtr0300127	FBgn0033980	1475.636	1588.99	1509.663	1588.718
FBtr0087456	FBgn0033981	1305.636	1418.99	1339.663	1418.718
FBtr0087455	FBgn0013772	1455.636	1568.99	1489.663	1568.718
FBtr0344876	FBgn0033982	1752.636	1865.99	1786.663	1865.718
FBtr0087405	FBgn0033982	1578.636	1691.99	1612.663	1691.718
FBtr0345873	FBgn0033982	3578.636	3691.99	3612.663	3691.718
FBtr0303758	FBgn0027596	1616.636	1729.99	1650.663	1729.718
FBtr0301334	FBgn0027596	3326.636	3439.99	3360.663	3439.718
FBtr0087431	FBgn0027596	3322.636	3435.99	3356.663	3435.718
FBtr0303756	FBgn0027596	4196.636	4309.99	4230.663	4309.718
FBtr0332856	FBgn0027596	3733.636	3846.99	3767.663	3846.718
FBtr0087430	FBgn0027596	3895.636	4008.99	3929.663	4008.718
FBtr0087429	FBgn0027596	4225.636	4338.99	4259.663	4338.718
FBtr0112929	FBgn0027596	4554.636	4667.99	4588.663	4667.718
FBtr0303757	FBgn0027596	5014.636	5127.99	5048.663	5127.718
FBtr0303760	FBgn0033983	2318.636	2431.99	2352.663	2431.718
FBtr0087428	FBgn0033983	2050.636	2163.99	2084.663	2163.718
FBtr0303761	FBgn0033983	2132.636	2245.99	2166.663	2245.718
FBtr0303762	FBgn0033983	1810.636	1923.99	1844.663	1923.718
FBtr0087406	FBgn0040747	101.491	139.23	92.885	141.014
FBtr0303759	FBgn0033984	3515.636	3628.99	3549.663	3628.718
FBtr0087407	FBgn0033984	4261.636	4374.99	4295.663	4374.718
FBtr0087408	FBgn0033985	1051.636	1164.99	1085.663	1164.718
FBtr0303434	FBgn0261854	2914.636	3027.99	2948.663	3027.718
FBtr0329890	FBgn0261854	2638.636	2751.99	2672.663	2751.718
FBtr0329888	FBgn0261854	2537.636	2650.99	2571.663	2650.718
FBtr0303433	FBgn0261854	2697.636	2810.99	2731.663	2810.718
FBtr0329889	FBgn0261854	2697.636	2810.99	2731.663	2810.718
FBtr0329887	FBgn0261854	4247.636	4360.99	4281.663	4360.718
FBtr0303431	FBgn0261854	2994.636	3107.99	3028.663	3107.718
FBtr0303429	FBgn0261854	1749.636	1862.99	1783.663	1862.718
FBtr0303432	FBgn0261854	1743.636	1856.99	1777.663	1856.718
FBtr0303437	FBgn0261854	1865.636	1978.99	1899.663	1978.718
FBtr0303435	FBgn0261854	3234.636	3347.99	3268.663	3347.718
FBtr0303430	FBgn0261854	2066.636	2179.99	2100.663	2179.718
FBtr0087409	FBgn0033987	4031.636	4144.99	4065.663	4144.718
FBtr0339987	FBgn0033987	3794.636	3907.99	3828.663	3907.718
FBtr0345946	FBgn0033987	4242.636	4355.99	4276.663	4355.718
FBtr0087411	FBgn0033987	3713.636	3826.99	3747.663	3826.718
FBtr0345947	FBgn0033987	2839.636	2952.99	2873.663	2952.718
FBtr0301507	FBgn0033988	1890.636	2003.99	1924.663	2003.718
FBtr0087425	FBgn0050241	18.916	6.144	8.841	20.908
FBtr0087424	FBgn0033989	1508.636	1621.99	1542.663	1621.718
FBtr0332259	FBgn0033990	1042.636	1155.99	1076.663	1155.718
FBtr0087421	FBgn0033990	904.636	1017.99	938.663	1017.718
FBtr0332258	FBgn0264378	225.142	331.233	249.813	332.071
FBtr0339988	FBgn0264378	210.559	314.887	233.426	315.813
FBtr0087414	FBgn0029082	4396.636	4509.99	4430.663	4509.718
FBtr0087413	FBgn0029082	4375.636	4488.99	4409.663	4488.718
FBtr0345419	FBgn0029082	5152.636	5265.99	5186.663	5265.718
FBtr0304888	FBgn0262547	137.152	204.796	134.92	206.558
FBtr0087420	FBgn0043530	133.51	198.432	130.275	200.312
FBtr0345421	FBgn0266791	244.443	352.608	271.415	353.16
FBtr0309977	FBgn0263613	261.707	371.227	290.134	371.54
FBtr0089861	FBgn0053467	243.544	351.634	270.429	352.201
FBtr0339992	FBgn0053467	248.947	357.467	276.352	358.033
FBtr0340517	FBgn0265650	155.115	239.398	161.768	240.919
FBtr0340516	FBgn0265650	158.095	244.095	165.894	245.443
FBtr0111006	FBgn0015371	4067.636	4180.99	4101.663	4180.718
FBtr0087416	FBgn0015371	3749.636	3862.99	3783.663	3862.718
FBtr0111007	FBgn0015371	1978.636	2091.99	2012.663	2091.718
FBtr0305217	FBgn0015371	4142.636	4255.99	4176.663	4255.718
FBtr0305214	FBgn0015371	5208.636	5321.99	5242.663	5321.718
FBtr0305216	FBgn0015371	5133.636	5246.99	5167.663	5246.718
FBtr0305215	FBgn0015371	5340.636	5453.99	5374.663	5453.718
FBtr0305213	FBgn0015371	5331.636	5444.99	5365.663	5444.718
FBtr0087415	FBgn0015371	4806.636	4919.99	4840.663	4919.718
FBtr0112379	FBgn0262954	112.47	159.073	103.611	160.961
FBtr0087418	FBgn0033993	1674.636	1787.99	1708.663	1787.718
FBtr0300324	FBgn0033994	1266.636	1379.99	1300.663	1379.718
FBtr0087417	FBgn0033994	1259.636	1372.99	1293.663	1372.718
FBtr0087361	FBgn0013467	2188.636	2301.99	2222.663	2301.718
FBtr0332267	FBgn0013467	2387.636	2500.99	2421.663	2500.718
FBtr0332269	FBgn0264379	110.912	156.506	102.11	158.475
FBtr0087362	FBgn0013467	1590.636	1703.99	1624.663	1703.718
FBtr0304816	FBgn0262478	469.813	583.217	503.7	582.847
FBtr0300323	FBgn0259966	223.369	329.297	247.873	330.175
FBtr0332268	FBgn0264377	155.715	240.329	162.587	241.848
FBtr0087404	FBgn0033995	1454.636	1567.99	1488.663	1567.718
FBtr0310140	FBgn0033996	1667.636	1780.99	1701.663	1780.718
FBtr0310139	FBgn0033996	1780.636	1893.99	1814.663	1893.718
FBtr0087363	FBgn0033996	1619.636	1732.99	1653.663	1732.718
FBtr0300042	FBgn0259737	469.813	583.217	503.7	582.847
FBtr0087364	FBgn0033997	1355.636	1468.99	1389.663	1468.718
FBtr0087402	FBgn0033998	4088.636	4201.99	4122.663	4201.718
FBtr0329939	FBgn0033998	4088.636	4201.99	4122.663	4201.718
FBtr0087365	FBgn0050081	1468.636	1581.99	1502.663	1581.718
FBtr0087403	FBgn0033998	1955.636	2068.99	1989.663	2068.718
FBtr0339997	FBgn0033999	1229.636	1342.99	1263.663	1342.718
FBtr0087401	FBgn0033999	1008.636	1121.99	1042.663	1121.718
FBtr0087366	FBgn0034000	475.798	589.2	509.7	588.836
FBtr0087400	FBgn0034001	273.564	384.012	303.028	384.251
FBtr0340523	FBgn0265656	41.752	45.857	41.074	46.824
FBtr0339994	FBgn0034002	1833.636	1946.99	1867.663	1946.718
FBtr0339995	FBgn0034002	1770.636	1883.99	1804.663	1883.718
FBtr0339993	FBgn0034002	2512.636	2625.99	2546.663	2625.718
FBtr0087368	FBgn0034002	1830.636	1943.99	1864.663	1943.718
FBtr0087367	FBgn0034002	1892.636	2005.99	1926.663	2005.718
FBtr0087399	FBgn0001187	1167.636	1280.99	1201.663	1280.718
FBtr0339996	FBgn0259878	2964.636	3077.99	2998.663	3077.718
FBtr0087398	FBgn0259878	3235.636	3348.99	3269.663	3348.718
FBtr0340008	FBgn0265508	5156.636	5269.99	5190.663	5269.718
FBtr0340009	FBgn0265508	3966.636	4079.99	4000.663	4079.718
FBtr0087369	FBgn0003328	4317.636	4430.99	4351.663	4430.718
FBtr0087370	FBgn0003328	3978.636	4091.99	4012.663	4091.718
FBtr0087371	FBgn0034005	3035.636	3148.99	3069.663	3148.718
FBtr0339077	FBgn0265194	6788.636	6901.99	6822.663	6901.718
FBtr0339078	FBgn0265194	6927.636	7040.99	6961.663	7040.718
FBtr0339082	FBgn0265194	6507.636	6620.99	6541.663	6620.718
FBtr0339076	FBgn0265194	6702.636	6815.99	6736.663	6815.718
FBtr0339079	FBgn0265194	7093.636	7206.99	7127.663	7206.718
FBtr0339081	FBgn0265194	7312.636	7425.99	7346.663	7425.718
FBtr0339080	FBgn0265194	7374.636	7487.99	7408.663	7487.718
FBtr0339074	FBgn0265194	6913.636	7026.99	6947.663	7026.718
FBtr0339075	FBgn0265194	4554.636	4667.99	4588.663	4667.718
FBtr0339083	FBgn0265176	187.491	287.183	206.047	288.231
FBtr0087393	FBgn0034007	1183.636	1296.99	1217.663	1296.718
FBtr0087394	FBgn0034007	1240.636	1353.99	1274.663	1353.718
FBtr0087392	FBgn0034008	878.636	991.99	912.663	991.718
FBtr0308700	FBgn0004698	1064.636	1177.99	1098.663	1177.718
FBtr0087374	FBgn0004698	3949.636	4062.99	3983.663	4062.718
FBtr0087373	FBgn0004698	4357.636	4470.99	4391.663	4470.718
FBtr0087391	FBgn0034009	3885.636	3998.99	3919.663	3998.718
FBtr0087376	FBgn0013750	997.636	1110.99	1031.663	1110.718
FBtr0087378	FBgn0013750	1026.636	1139.99	1060.663	1139.718
FBtr0087377	FBgn0013750	1044.636	1157.99	1078.663	1157.718
FBtr0087375	FBgn0013750	1613.636	1726.99	1647.663	1726.718
FBtr0087379	FBgn0013750	1031.636	1144.99	1065.663	1144.718
FBtr0340000	FBgn0034010	498.769	612.181	532.696	611.833
FBtr0087390	FBgn0034010	147.093	224.805	149.51	226.324
FBtr0087389	FBgn0034011	746.636	859.99	780.663	859.718
FBtr0340010	FBgn0265509	475.798	589.2	509.7	588.836
FBtr0114456	FBgn0034012	1763.636	1876.99	1797.663	1876.718
FBtr0339998	FBgn0034013	4909.636	5022.99	4943.663	5022.718
FBtr0087382	FBgn0034013	4707.636	4820.99	4741.663	4820.718
FBtr0087388	FBgn0011660	2714.636	2827.99	2748.663	2827.718
FBtr0340518	FBgn0265651	575.692	689.008	609.696	688.751
FBtr0340519	FBgn0265652	63.337	74.754	60.696	75.875
FBtr0306716	FBgn0262965	162.334	250.641	171.751	251.822
FBtr0306709	FBgn0262964	451.835	565.24	485.701	564.979
FBtr0306724	FBgn0262565	476.798	590.197	510.7	589.836
FBtr0306723	FBgn0262815	272.636	383.029	302.037	383.275
FBtr0339999	FBgn0000996	2438.636	2551.99	2472.663	2551.718
FBtr0087387	FBgn0000996	2812.636	2925.99	2846.663	2925.718
FBtr0330628	FBgn0026370	3387.636	3500.99	3421.663	3500.718
FBtr0087383	FBgn0026370	3387.636	3500.99	3421.663	3500.718
FBtr0087384	FBgn0026370	4790.636	4903.99	4824.663	4903.718
FBtr0087385	FBgn0026370	4157.636	4270.99	4191.663	4270.718
FBtr0344206	FBgn0263980	6044.636	6157.99	6078.663	6157.718
FBtr0344202	FBgn0263980	6221.636	6334.99	6255.663	6334.718
FBtr0344203	FBgn0263980	6413.636	6526.99	6447.663	6526.718
FBtr0344204	FBgn0263980	6590.636	6703.99	6624.663	6703.718
FBtr0344205	FBgn0263980	6236.636	6349.99	6270.663	6349.718
FBtr0344200	FBgn0263980	4258.636	4371.99	4292.663	4371.718
FBtr0330007	FBgn0263980	5867.636	5980.99	5901.663	5980.718
FBtr0344201	FBgn0263980	10598.636	10711.99	10632.663	10711.718
FBtr0344208	FBgn0263980	10724.636	10837.99	10758.663	10837.718
FBtr0344207	FBgn0263980	10397.636	10510.99	10431.663	10510.718
FBtr0330012	FBgn0263980	10628.636	10741.99	10662.663	10741.718
FBtr0330013	FBgn0263980	10628.636	10741.99	10662.663	10741.718
FBtr0330011	FBgn0263980	11421.636	11534.99	11455.663	11534.718
FBtr0344209	FBgn0266378	134.527	200.222	131.606	202.115
FBtr0087386	FBgn0014865	73.531	90.887	69.285	92.256
FBtr0332396	FBgn0050472	513.755	627.132	547.696	626.803
FBtr0330009	FBgn0263980	1516.636	1629.99	1550.663	1629.718
FBtr0330016	FBgn0263980	2056.636	2169.99	2090.663	2169.718
FBtr0330010	FBgn0263980	6760.636	6873.99	6794.663	6873.718
FBtr0112381	FBgn0085217	480.794	594.195	514.7	593.836
FBtr0345392	FBgn0034021	2237.636	2350.99	2271.663	2350.718
FBtr0087359	FBgn0034021	1947.636	2060.99	1981.663	2060.718
FBtr0340003	FBgn0034021	1998.636	2111.99	2032.663	2111.718
FBtr0273307	FBgn0034022	3531.636	3644.99	3565.663	3644.718
FBtr0340002	FBgn0034022	3616.636	3729.99	3650.663	3729.718
FBtr0273302	FBgn0034023	1474.636	1587.99	1508.663	1587.718
FBtr0273350	FBgn0050469	1465.636	1578.99	1499.663	1578.718
FBtr0087329	FBgn0050468	1474.636	1587.99	1508.663	1587.718
FBtr0273344	FBgn0050464	1459.636	1572.99	1493.663	1572.718
FBtr0087331	FBgn0034025	2371.636	2484.99	2405.663	2484.718
FBtr0087332	FBgn0034025	2351.636	2464.99	2385.663	2464.718
FBtr0340001	FBgn0034025	1463.636	1576.99	1497.663	1576.718
FBtr0329956	FBgn0019968	8545.636	8658.99	8579.663	8658.718
FBtr0329957	FBgn0019968	6763.636	6876.99	6797.663	6876.718
FBtr0346265	FBgn0019968	6805.636	6918.99	6839.663	6918.718
FBtr0087357	FBgn0019968	6829.636	6942.99	6863.663	6942.718
FBtr0329955	FBgn0019968	6763.636	6876.99	6797.663	6876.718
FBtr0329954	FBgn0050471	2109.636	2222.99	2143.663	2222.718
FBtr0087334	FBgn0050467	1456.636	1569.99	1490.663	1569.718
FBtr0087355	FBgn0034027	1372.636	1485.99	1406.663	1485.718
FBtr0347021	FBgn0267589	141.368	212.948	140.893	214.598
FBtr0087335	FBgn0022097	738.636	851.99	772.663	851.718
FBtr0087336	FBgn0034029	1222.636	1335.99	1256.663	1335.718
FBtr0087354	FBgn0034030	1429.636	1542.99	1463.663	1542.718
FBtr0331963	FBgn0034031	445.865	559.288	479.701	559.048
FBtr0113083	FBgn0034031	488.777	602.183	522.697	601.836
FBtr0113082	FBgn0034031	459.822	573.222	493.7	572.891
FBtr0087337	FBgn0034031	469.813	583.217	503.7	582.847
FBtr0331965	FBgn0034031	495.769	609.181	529.697	608.834
FBtr0331964	FBgn0034031	483.778	597.194	517.698	596.836
FBtr0306569	FBgn0034031	645.667	758.998	679.671	758.75
FBtr0306573	FBgn0034031	548.705	662.028	582.696	661.771
FBtr0300777	FBgn0034031	782.636	895.99	816.663	895.718
FBtr0306570	FBgn0034031	541.722	655.031	575.696	654.772
FBtr0306571	FBgn0034031	451.835	565.24	485.701	564.979
FBtr0306568	FBgn0034031	810.636	923.99	844.663	923.718
FBtr0306572	FBgn0034031	456.823	570.223	490.701	569.964
FBtr0087353	FBgn0034032	1954.636	2067.99	1988.663	2067.718
FBtr0087351	FBgn0024754	1492.636	1605.99	1526.663	1605.718
FBtr0087352	FBgn0024754	1504.636	1617.99	1538.663	1617.718
FBtr0340004	FBgn0050466	1691.636	1804.99	1725.663	1804.718
FBtr0087350	FBgn0013762	1278.636	1391.99	1312.663	1391.718
FBtr0087339	FBgn0050466	1253.636	1366.99	1287.663	1366.718
FBtr0340005	FBgn0034033	196.893	298.578	217.249	299.584
FBtr0087349	FBgn0034033	410.173	523.425	443.707	523.219
FBtr0300853	FBgn0260429	1658.636	1771.99	1692.663	1771.718
FBtr0304712	FBgn0260429	1555.636	1668.99	1589.663	1668.718
FBtr0340006	FBgn0260429	1841.636	1954.99	1875.663	1954.718
FBtr0304315	FBgn0262403	6.857	4.746	8.855	4.326
FBtr0304316	FBgn0262403	22	22	22	22
FBtr0087348	FBgn0023441	2464.636	2577.99	2498.663	2577.718
FBtr0306648	FBgn0023441	2304.636	2417.99	2338.663	2417.718
FBtr0302330	FBgn0023441	3508.636	3621.99	3542.663	3621.718
FBtr0087345	FBgn0023441	3345.636	3458.99	3379.663	3458.718
FBtr0087347	FBgn0023441	4049.636	4162.99	4083.663	4162.718
FBtr0087346	FBgn0023441	5186.636	5299.99	5220.663	5299.718
FBtr0087344	FBgn0023441	4930.636	5043.99	4964.663	5043.718
FBtr0087343	FBgn0023441	4917.636	5030.99	4951.663	5030.718
FBtr0344930	FBgn0266636	111.42	157.355	102.612	159.303
FBtr0087342	FBgn0034035	1236.636	1349.99	1270.663	1349.718
FBtr0087341	FBgn0262512	335.687	447.934	367.762	447.818
FBtr0087277	FBgn0050091	1355.636	1468.99	1389.663	1468.718
FBtr0309058	FBgn0263377	1975.636	2088.99	2009.663	2088.718
FBtr0087278	FBgn0053139	3069.636	3182.99	3103.663	3182.718
FBtr0302917	FBgn0050082	517.746	631.087	551.696	630.8
FBtr0087320	FBgn0266708	1157.636	1270.99	1191.663	1270.718
FBtr0087279	FBgn0050090	673.636	786.99	707.663	786.718
FBtr0344759	FBgn0265510	2448.636	2561.99	2482.663	2561.718
FBtr0344760	FBgn0265510	2508.636	2621.99	2542.663	2621.718
FBtr0273296	FBgn0050088	600.688	714.001	634.686	713.75
FBtr0100573	FBgn0050087	508.759	622.151	542.696	621.808
FBtr0100642	FBgn0053460	620.688	734.001	654.671	733.75
FBtr0302528	FBgn0053461	538.723	652.037	572.696	651.772
FBtr0087284	FBgn0053462	699.636	812.99	733.663	812.718
FBtr0309868	FBgn0261538	192.171	292.941	211.683	293.998
FBtr0302554	FBgn0261538	774.636	887.99	808.663	887.718
FBtr0087319	FBgn0050080	2465.636	2578.99	2499.663	2578.718
FBtr0302555	FBgn0261538	2465.636	2578.99	2499.663	2578.718
FBtr0302556	FBgn0261538	1369.636	1482.99	1403.663	1482.718
FBtr0302553	FBgn0050080	1369.636	1482.99	1403.663	1482.718
FBtr0300381	FBgn0050083	542.72	656.031	576.696	655.772
FBtr0087285	FBgn0050089	4370.636	4483.99	4404.663	4483.718
FBtr0340007	FBgn0050089	2933.636	3046.99	2967.663	3046.718
FBtr0329911	FBgn0265991	6001.636	6114.99	6035.663	6114.718
FBtr0342711	FBgn0265991	6762.636	6875.99	6796.663	6875.718
FBtr0310087	FBgn0265991	4464.636	4577.99	4498.663	4577.718
FBtr0310086	FBgn0265991	3201.636	3314.99	3235.663	3314.718
FBtr0310088	FBgn0265991	4311.636	4424.99	4345.663	4424.718
FBtr0301313	FBgn0265991	4323.636	4436.99	4357.663	4436.718
FBtr0329913	FBgn0265991	2871.636	2984.99	2905.663	2984.718
FBtr0329912	FBgn0265991	2676.636	2789.99	2710.663	2789.718
FBtr0329916	FBgn0265991	3375.636	3488.99	3409.663	3488.718
FBtr0329915	FBgn0265991	2658.636	2771.99	2692.663	2771.718
FBtr0329914	FBgn0265991	2463.636	2576.99	2497.663	2576.718
FBtr0100387	FBgn0265991	2850.636	2963.99	2884.663	2963.718
FBtr0100388	FBgn0265991	7092.636	7205.99	7126.663	7205.718
FBtr0111048	FBgn0265991	3180.636	3293.99	3214.663	3293.718
FBtr0087315	FBgn0265991	3812.636	3925.99	3846.663	3925.718
FBtr0302163	FBgn0265991	1400.636	1513.99	1434.663	1513.718
FBtr0329909	FBgn0265991	1637.636	1750.99	1671.663	1750.718
FBtr0329910	FBgn0265991	625.688	739.001	659.671	738.75
FBtr0340013	FBgn0034046	2748.636	2861.99	2782.663	2861.718
FBtr0301048	FBgn0053465	1284.636	1397.99	1318.663	1397.718
FBtr0087311	FBgn0003130	1994.636	2107.99	2028.663	2107.718
FBtr0329908	FBgn0003130	2132.636	2245.99	2166.663	2245.718
FBtr0308818	FBgn0034045	2957.636	3070.99	2991.663	3070.718
FBtr0087310	FBgn0034045	1619.636	1732.99	1653.663	1732.718
FBtr0308817	FBgn0034045	1768.636	1881.99	1802.663	1881.718
FBtr0087287	FBgn0034046	1728.636	1841.99	1762.663	1841.718
FBtr0308815	FBgn0034046	3120.636	3233.99	3154.663	3233.718
FBtr0308814	FBgn0034046	3784.636	3897.99	3818.663	3897.718
FBtr0308816	FBgn0034047	811.636	924.99	845.663	924.718
FBtr0112900	FBgn0022160	2311.636	2424.99	2345.663	2424.718
FBtr0087309	FBgn0022160	2107.636	2220.99	2141.663	2220.718
FBtr0087308	FBgn0022160	2166.636	2279.99	2200.663	2279.718
FBtr0087307	FBgn0022160	2100.636	2213.99	2134.663	2213.718
FBtr0087306	FBgn0050085	4279.636	4392.99	4313.663	4392.718
FBtr0330732	FBgn0264089	9158.636	9271.99	9192.663	9271.718
FBtr0330733	FBgn0264089	7828.636	7941.99	7862.663	7941.718
FBtr0330729	FBgn0264089	8599.636	8712.99	8633.663	8712.718
FBtr0330734	FBgn0264089	8671.636	8784.99	8705.663	8784.718
FBtr0330731	FBgn0264089	8671.636	8784.99	8705.663	8784.718
FBtr0330730	FBgn0264089	8628.636	8741.99	8662.663	8741.718
FBtr0087301	FBgn0053463	173.576	268.346	187.875	269.541
FBtr0340012	FBgn0265511	475.798	589.2	509.7	588.836
FBtr0087299	FBgn0034049	4588.636	4701.99	4622.663	4701.718
FBtr0087298	FBgn0034049	4081.636	4194.99	4115.663	4194.718
FBtr0340017	FBgn0034049	4078.636	4191.99	4112.663	4191.718
FBtr0087300	FBgn0034049	4294.636	4407.99	4328.663	4407.718
FBtr0087296	FBgn0015247	1780.636	1893.99	1814.663	1893.718
FBtr0087297	FBgn0015247	1671.636	1784.99	1705.663	1784.718
FBtr0087290	FBgn0034050	731.636	844.99	765.663	844.718
FBtr0087294	FBgn0034051	1457.636	1570.99	1491.663	1570.718
FBtr0306650	FBgn0034051	1175.636	1288.99	1209.663	1288.718
FBtr0087292	FBgn0034051	1273.636	1386.99	1307.663	1386.718
FBtr0302149	FBgn0034051	1786.636	1899.99	1820.663	1899.718
FBtr0087295	FBgn0034051	1480.636	1593.99	1514.663	1593.718
FBtr0087293	FBgn0034051	1435.636	1548.99	1469.663	1548.718
FBtr0306649	FBgn0034051	1061.636	1174.99	1095.663	1174.718
FBtr0306651	FBgn0034051	1419.636	1532.99	1453.663	1532.718
FBtr0087291	FBgn0034052	548.705	662.028	582.696	661.771
FBtr0114558	FBgn0034053	1782.636	1895.99	1816.663	1895.718
FBtr0087199	FBgn0050093	225.142	331.233	249.813	332.071
FBtr0309737	FBgn0263576	21	21	21	21
FBtr0309736	FBgn0263576	1.439	60	1.455	6.455
FBtr0336643	FBgn0265045	2852.636	2965.99	2886.663	2965.718
FBtr0336647	FBgn0265045	2290.636	2403.99	2324.663	2403.718
FBtr0336646	FBgn0265045	2961.636	3074.99	2995.663	3074.718
FBtr0336644	FBgn0265045	2950.636	3063.99	2984.663	3063.718
FBtr0336650	FBgn0265045	24266.636	24379.99	24300.663	24379.718
FBtr0336649	FBgn0265045	24972.636	25085.99	25006.663	25085.718
FBtr0336651	FBgn0265045	25340.636	25453.99	25374.663	25453.718
FBtr0336652	FBgn0265045	24634.636	24747.99	24668.663	24747.718
FBtr0336645	FBgn0265045	1850.636	1963.99	1884.663	1963.718
FBtr0087201	FBgn0034054	1146.636	1259.99	1180.663	1259.718
FBtr0336648	FBgn0265045	6109.636	6222.99	6143.663	6222.718
FBtr0345223	FBgn0266379	248.043	356.49	275.363	357.05
FBtr0344193	FBgn0266379	243.544	351.634	270.429	352.201
FBtr0087268	FBgn0034057	954.636	1067.99	988.663	1067.718
FBtr0087267	FBgn0034058	630.688	744.001	664.671	743.75
FBtr0087202	FBgn0034059	655.665	768.997	689.671	768.75
FBtr0300597	FBgn0020236	3820.636	3933.99	3854.663	3933.718
FBtr0340016	FBgn0020236	3590.636	3703.99	3624.663	3703.718
FBtr0300598	FBgn0020236	3587.636	3700.99	3621.663	3700.718
FBtr0300596	FBgn0020236	3548.636	3661.99	3582.663	3661.718
FBtr0087203	FBgn0034060	5284.636	5397.99	5318.663	5397.718
FBtr0340015	FBgn0034060	4704.636	4817.99	4738.663	4817.718
FBtr0087264	FBgn0034061	332.745	444.966	364.772	444.911
FBtr0087204	FBgn0034063	1556.636	1669.99	1590.663	1669.718
FBtr0087263	FBgn0034062	1539.636	1652.99	1573.663	1652.718
FBtr0087205	FBgn0034063	1566.636	1679.99	1600.663	1679.718
FBtr0087262	FBgn0010590	526.731	640.076	560.696	639.797
FBtr0087206	FBgn0034065	655.665	768.997	689.671	768.75
FBtr0087261	FBgn0034066	595.688	709.002	629.686	708.75
FBtr0340018	FBgn0034067	2016.636	2129.99	2050.663	2129.718
FBtr0087207	FBgn0034067	1989.636	2102.99	2023.663	2102.718
FBtr0339756	FBgn0034068	2216.636	2329.99	2250.663	2329.718
FBtr0087259	FBgn0034068	2231.636	2344.99	2265.663	2344.718
FBtr0087260	FBgn0034068	2231.636	2344.99	2265.663	2344.718
FBtr0301196	FBgn0034069	727.636	840.99	761.663	840.718
FBtr0087209	FBgn0034070	5188.636	5301.99	5222.663	5301.718
FBtr0340019	FBgn0034070	5918.636	6031.99	5952.663	6031.718
FBtr0087210	FBgn0034071	2843.636	2956.99	2877.663	2956.718
FBtr0340020	FBgn0034071	4140.636	4253.99	4174.663	4253.718
FBtr0304456	FBgn0262446	16.516	7.556	15.218	7.813
FBtr0304457	FBgn0262446	22	22	22	22
FBtr0308761	FBgn0263334	250.756	359.426	278.326	359.977
FBtr0308762	FBgn0263334	237.294	344.806	263.541	345.44
FBtr0306238	FBgn0034072	6207.636	6320.99	6241.663	6320.718
FBtr0087258	FBgn0034072	5467.636	5580.99	5501.663	5580.718
FBtr0087257	FBgn0034072	4672.636	4785.99	4706.663	4785.718
FBtr0087256	FBgn0034072	4921.636	5034.99	4955.663	5034.718
FBtr0111011	FBgn0083983	100.562	137.56	92.066	139.378
FBtr0087255	FBgn0034073	2807.636	2920.99	2841.663	2920.718
FBtr0087211	FBgn0014020	962.636	1075.99	996.663	1075.718
FBtr0087213	FBgn0014020	1573.636	1686.99	1607.663	1686.718
FBtr0087216	FBgn0014020	1645.636	1758.99	1679.663	1758.718
FBtr0087212	FBgn0014020	1702.636	1815.99	1736.663	1815.718
FBtr0087217	FBgn0014020	1651.636	1764.99	1685.663	1764.718
FBtr0087214	FBgn0014020	844.636	957.99	878.663	957.718
FBtr0087254	FBgn0265605	1957.636	2070.99	1991.663	2070.718
FBtr0300576	FBgn0265605	1720.636	1833.99	1754.663	1833.718
FBtr0336734	FBgn0034075	3192.636	3305.99	3226.663	3305.718
FBtr0087219	FBgn0034075	2817.636	2930.99	2851.663	2930.718
FBtr0300575	FBgn0034075	3602.636	3715.99	3636.663	3715.718
FBtr0087220	FBgn0034075	2403.636	2516.99	2437.663	2516.718
FBtr0310447	FBgn0034075	3603.636	3716.99	3637.663	3716.718
FBtr0305090	FBgn0034075	2457.636	2570.99	2491.663	2570.718
FBtr0305091	FBgn0034075	3660.636	3773.99	3694.663	3773.718
FBtr0305092	FBgn0034075	2871.636	2984.99	2905.663	2984.718
