Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
FBgn0265960	CR44747	2L	-	3563308	3563502	0.0	0.0	0.0
FBgn0042126	CG18788	2L	+	12034190	12036131	0.0	0.0	0.0
FBgn0261925	CG42792	2L	-	15864929	15865461	0.0	0.0	0.0
FBgn0261802	CG42748	2L	+	22131221	22166221	0.0	0.0	0.0
FBgn0031314	IntS14	2L	+	1164443	1166425	0.0	0.0	0.0
FBgn0010453	Wnt4	2L	-	7255419	7277171	0.0	0.0	0.0
FBgn0085380	CG34351	2L	+	4694721	4722465	0.0	0.0	0.0
FBgn0027779	VhaSFD	2L	-	16722883	16727826	0.0	0.0	0.0
FBgn0014000	Hf	2L	-	19966727	19967685	0.0	0.0	0.0
FBgn0267294	CR45730	2L	-	5297486	5297928	0.0	0.0	0.0
FBgn0046888	CG31750	2L	+	17181938	17183654	0.0	0.0	0.0
FBgn0259951	Sfp24Ba	2L	-	3667977	3668551	0.0	0.0	0.0
FBgn0032354	CG4788	2L	+	11179032	11180430	0.0	0.0	0.0
FBgn0262375	mir-1005	2L	+	4343696	4343756	0.0	0.0	0.0
FBgn0032787	CG10195	2L	-	19482232	19484705	0.0	0.0	0.0
FBgn0263235	Phae2	2L	+	12111110	12112256	0.0	0.0	0.0
FBgn0266825	CR45287	2L	+	5486905	5487191	0.0	0.0	0.0
FBgn0031695	Cyp4ac3	2L	+	5268498	5270329	0.0	0.0	0.0
FBgn0031558	CG16704	2L	-	3692123	3692587	0.0	0.0	0.0
FBgn0031364	CG17648	2L	+	1752308	1752848	0.0	0.0	0.0
FBgn0259958	Sfp24F	2L	-	4441429	4442060	0.0	0.0	0.0
FBgn0031505	CG12400	2L	-	3144953	3145848	0.0	0.0	0.0
FBgn0264556	Gr39a	2L	+	21290734	21297686	0.0	0.0	0.0
FBgn0265910	CR44699	2L	+	4349172	4349685	0.0	0.0	0.0
FBgn0266138	CR44844	2L	+	16006300	16006713	0.0	0.0	0.0
FBgn0053813	His1:CG33813	2L	+	21451052	21452074	0.0	0.0	0.0
FBgn0053847	His2A:CG33847	2L	+	21508566	21509058	0.0	0.0	0.0
FBgn0265256	CG44270	2L	+	20531066	20531833	0.0	0.0	0.0
FBgn0032101	CG9586	2L	-	9165421	9166514	0.0	0.0	0.0
FBgn0031886	Nuf2	2L	-	7064431	7065837	0.0	0.0	0.0
FBgn0004192	snRNA:U2:34ABb	2L	+	13215839	13216030	0.0	0.0	0.0
FBgn0028912	tRNA:P:35Ba	2L	+	14598859	14598930	0.0	0.0	0.0
FBgn0031265	CG2794	2L	+	564163	566472	0.0	0.0	0.0
FBgn0040070	Trx-2	2L	+	9613166	9616404	0.0	0.0	0.0
FBgn0262878	CG43233	2L	-	20472793	20473385	0.0	0.0	0.0
FBgn0032763	CG17568	2L	-	19179749	19181702	0.0	0.0	0.0
FBgn0261683	CG42730	2L	-	6127872	6130651	0.0	0.0	0.0
FBgn0032382	Mal-B2	2L	+	11849958	11852881	0.0	0.0	0.0
FBgn0053901	His4:CG33901	2L	-	21453790	21454202	0.0	0.0	0.0
FBgn0032350	CG6287	2L	-	11151506	11155721	0.0	0.0	0.0
FBgn0051953	CR31953	2L	+	3162515	3163289	0.0	0.0	0.0
FBgn0266795	CR45257	2L	+	8082859	8083107	0.0	0.0	0.0
FBgn0266030	CR44795	2L	+	5615230	5615661	0.0	0.0	0.0
FBgn0031263	CG2789	2L	+	559612	560523	0.0	0.0	0.0
FBgn0263086	CG43354	2L	-	18309187	18309446	0.0	0.0	0.0
FBgn0262317	mir-966	2L	-	6045627	6045713	0.0	0.0	0.0
FBgn0031945	CG7191	2L	+	7767628	7775033	0.0	0.0	0.0
FBgn0031627	CG15630	2L	-	4734592	4794044	0.0	0.0	0.0
FBgn0040968	CG14933	2L	+	11842828	11844012	0.0	0.0	0.0
FBgn0031287	CG4291	2L	-	851251	852730	0.0	0.0	0.0
FBgn0051944	tRNA:CR31944	2L	+	2009538	2009609	0.0	0.0	0.0
FBgn0031538	CG3246	2L	-	3460322	3461952	0.0	0.0	0.0
FBgn0001974	l(2)35Bd	2L	+	15009939	15011764	0.0	0.0	0.0
FBgn0032645	CG15142	2L	-	17497994	17498821	0.0	0.0	0.0
FBgn0051827	CG31827	2L	+	15705171	15706220	0.0	0.0	0.0
FBgn0031485	CG9643	2L	-	2978411	2979288	0.0	0.0	0.0
FBgn0028858	CG10839	2L	+	15979486	15981455	0.0	0.0	0.0
FBgn0264367	CR43819	2L	+	17085650	17086419	0.0	0.0	0.0
FBgn0028897	CG4935	2L	+	16262141	16263483	0.0	0.0	0.0
FBgn0261800	LanB1	2L	+	7811438	7820771	0.0	0.0	0.0
FBgn0028554	x16	2L	-	6914301	6920210	0.0	0.0	0.0
FBgn0261529	ms(2)34Fe	2L	+	14328429	14333860	0.0	0.0	0.0
FBgn0032729	CG10639	2L	-	18971993	18974448	0.0	0.0	0.0
FBgn0266319	CR44984	2L	-	4074279	4075952	0.0	0.0	0.0
FBgn0051845	CR31845	2L	+	13777195	13778124	0.0	0.0	0.0
FBgn0265684	CR44491	2L	-	10894644	10895344	0.0	0.0	0.0
FBgn0032968	CG11634	2L	+	21916300	21920324	0.0	0.0	0.0
FBgn0266878	CR45339	2L	+	65999	66242	0.0	0.0	0.0
FBgn0264266	CR43766	2L	+	9848289	9848794	0.0	0.0	0.0
FBgn0004797	mdy	2L	+	16816660	16826964	0.0	0.0	0.0
FBgn0015393	hoip	2L	+	9699791	9700459	0.0	0.0	0.0
FBgn0051774	fred	2L	-	3902928	3991713	0.0	0.0	0.0
FBgn0053736	snmRNA:430:CR33736	2L	+	21488517	21488552	0.0	0.0	0.0
FBgn0032080	CG9525	2L	-	8959255	8962354	0.0	0.0	0.0
FBgn0051660	pog	2L	+	4852864	4876792	0.0	0.0	0.0
FBgn0052984	CG32984	2L	+	8964982	8967035	0.0	0.0	0.0
FBgn0024244	drm	2L	+	3539247	3548423	0.0	0.0	0.0
FBgn0261535	l(2)34Fd	2L	-	14352594	14355085	0.0	0.0	0.0
FBgn0266880	CR45341	2L	-	8370343	8370670	0.0	0.0	0.0
FBgn0262546	CR43100	2L	-	7839777	7840414	0.0	0.0	0.0
FBgn0031253	CG11885	2L	-	420895	421450	0.0	0.0	0.0
FBgn0266872	CR45333	2L	-	17902778	17903073	0.0	0.0	0.0
FBgn0265582	CR44409	2L	+	17429706	17430157	0.0	0.0	0.0
FBgn0032453	CG6180	2L	+	12707661	12708680	0.0	0.0	0.0
FBgn0263467	snoRNA:nop5-x16-a	2L	-	6917210	6917310	0.0	0.0	0.0
FBgn0032175	CG13131	2L	-	10013227	10017463	0.0	0.0	0.0
FBgn0028513	CG9254	2L	-	13595503	13597186	0.0	0.0	0.0
FBgn0083970	CG34134	2L	-	8190297	8190781	0.0	0.0	0.0
FBgn0260953	CG42585	2L	+	14739914	14741138	0.0	0.0	0.0
FBgn0015600	toc	2L	-	3068345	3144786	0.0	0.0	0.0
FBgn0026778	Rad1	2L	-	2573436	2575052	0.0	0.0	0.0
FBgn0031424	VGlut	2L	+	2391660	2410662	0.0	0.0	0.0
FBgn0053552	CG33552	2L	+	16682503	16683290	0.0	0.0	0.0
FBgn0266152	CR44858	2L	+	14761972	14762691	0.0	0.0	0.0
FBgn0027515	CG7115	2L	+	7821151	7825350	0.0	0.0	0.0
FBgn0032633	Lrch	2L	-	17367511	17384115	0.0	0.0	0.0
FBgn0032339	CG4705	2L	+	11091444	11095096	0.0	0.0	0.0
FBgn0083960	CG34124	2L	+	4958411	4965430	0.0	0.0	0.0
FBgn0266169	CR44875	2L	+	10053604	10054100	0.0	0.0	0.0
FBgn0053883	His4:CG33883	2L	-	21499324	21499736	0.0	0.0	0.0
FBgn0032010	CG8086	2L	-	8244160	8257502	0.0	0.0	0.0
FBgn0085407	Pvf3	2L	-	7098188	7157695	0.0	0.0	0.0
FBgn0032048	Dh31	2L	-	8491868	8506845	0.0	0.0	0.0
FBgn0004507	GlyP	2L	+	2130813	2137296	0.0	0.0	0.0
FBgn0032077	CG9515	2L	-	8941945	8943257	0.0	0.0	0.0
FBgn0032068	CG9466	2L	-	8772946	8776263	0.0	0.0	0.0
FBgn0031702	fusl	2L	-	5330470	5338073	0.0	0.0	0.0
FBgn0065109	ppk11	2L	-	9773108	9775030	0.0	0.0	0.0
FBgn0265906	CR44695	2L	+	18310103	18310502	0.0	0.0	0.0
FBgn0267007	CR45451	2L	+	3851951	3852604	0.0	0.0	0.0
FBgn0031518	CG3277	2L	+	3304100	3317418	0.0	0.0	0.0
FBgn0031423	CG3557	2L	-	2384761	2385792	0.0	0.0	0.0
FBgn0031972	Wwox	2L	-	7999670	8004286	0.0	0.0	0.0
FBgn0053849	His1:CG33849	2L	+	21511728	21512750	0.0	0.0	0.0
FBgn0031603	CG15432	2L	+	4442320	4442985	0.0	0.0	0.0
FBgn0011305	Rsf1	2L	-	10261795	10263554	0.0	0.0	0.0
FBgn0053299	CG33299	2L	+	9656600	9657424	0.0	0.0	0.0
FBgn0025697	santa-maria	2L	-	7445355	7451244	0.0	0.0	0.0
FBgn0266150	CR44856	2L	+	14576473	14577097	0.0	0.0	0.0
FBgn0031728	Hsp60C	2L	+	5662849	5670838	0.0	0.0	0.0
FBgn0040723	CG5011	2L	+	1200671	1201220	0.0	0.0	0.0
FBgn0040496	CG17104	2L	+	10677198	10679707	0.0	0.0	0.0
FBgn0266159	CR44865	2L	+	15610171	15610746	0.0	0.0	0.0
FBgn0011832	Ser12	2L	-	2250431	2251275	0.0	0.0	0.0
FBgn0015776	nrv1	2L	-	6778555	6786861	0.0	0.0	0.0
FBgn0051683	CG31683	2L	-	20447734	20449964	0.0	0.0	0.0
FBgn0262543	CR43097	2L	-	19910648	19911811	0.0	0.0	0.0
FBgn0266521	stai	2L	+	6100377	6124653	0.0	0.0	0.0
FBgn0053928	CG33928	2L	-	17435891	17436600	0.0	0.0	0.0
FBgn0032670	CG5783	2L	+	18156043	18157162	0.0	0.0	0.0
FBgn0031463	G6P	2L	-	2814336	2815760	0.0	0.0	0.0
FBgn0003930	snRNA:U4:39B	2L	-	21215036	21215178	0.0	0.0	0.0
FBgn0000239	bur	2L	-	21174182	21179683	0.0	0.0	0.0
FBgn0264344	CG43800	2L	-	7232165	7232813	0.0	0.0	0.0
FBgn0053837	His1:CG33837	2L	+	21491541	21492563	0.0	0.0	0.0
FBgn0032799	CG10166	2L	-	19525434	19526368	0.0	0.0	0.0
FBgn0032768	CG17564	2L	-	19298345	19299933	0.0	0.0	0.0
FBgn0085422	CG34393	2L	-	3175112	3200496	0.0	0.0	0.0
FBgn0031399	mio	2L	+	2217290	2220625	0.0	0.0	0.0
FBgn0031792	CG13983	2L	-	6263557	6264490	0.0	0.0	0.0
FBgn0032378	CycY	2L	-	11810092	11813780	0.0	0.0	0.0
FBgn0263465	snoRNA:kis-a	2L	-	232166	232253	0.0	0.0	0.0
FBgn0262428	mir-87	2L	-	9950418	9950516	0.0	0.0	0.0
FBgn0267282	CR45718	2L	+	7753203	7753393	0.0	0.0	0.0
FBgn0053732	snmRNA:430:CR33732	2L	+	21468237	21468272	0.0	0.0	0.0
FBgn0000055	Adh	2L	+	14615552	14618902	0.0	0.0	0.0
FBgn0053125	CG33125	2L	-	2648360	2652414	0.0	0.0	0.0
FBgn0260933	rempA	2L	-	553742	560310	0.0	0.0	0.0
FBgn0031600	CG3652	2L	-	4392770	4393876	0.0	0.0	0.0
FBgn0051609	CG31609	2L	+	9097563	9098175	0.0	0.0	0.0
FBgn0264346	CR43802	2L	-	17042481	17043165	0.0	0.0	0.0
FBgn0031497	CG17259	2L	-	3035493	3037403	0.0	0.0	0.0
FBgn0053842	His3:CG33842	2L	+	21499920	21500448	0.0	0.0	0.0
FBgn0032229	CG5045	2L	+	10356795	10358078	0.0	0.0	0.0
FBgn0031763	CG13996	2L	+	6020835	6021718	0.0	0.0	0.0
FBgn0262647	Nup160	2L	+	11123777	11129335	0.0	0.0	0.0
FBgn0015338	CG5861	2L	-	16305801	16307298	0.0	0.0	0.0
FBgn0032986	CG3262	2L	+	22239916	22246988	0.0	0.0	0.0
FBgn0264340	CG43796	2L	+	8482374	8483005	0.0	0.0	0.0
FBgn0265298	SC35	2L	-	12431075	12434665	0.0	0.0	0.0
FBgn0265369	CR44310	2L	+	3616296	3617619	0.0	0.0	0.0
FBgn0265917	CR44706	2L	+	15128559	15128971	0.0	0.0	0.0
FBgn0263078	CG43339	2L	-	18671604	18673285	0.0	0.0	0.0
FBgn0051643	CG31643	2L	+	6038117	6041283	0.0	0.0	0.0
FBgn0263339	CR43420	2L	+	17893812	17894734	0.0	0.0	0.0
FBgn0004394	pdm2	2L	+	12657165	12686306	0.0	0.0	0.0
FBgn0053820	His2A:CG33820	2L	+	21463055	21463547	0.0	0.0	0.0
FBgn0032479	CG16974	2L	-	13183849	13191979	0.0	0.0	0.0
FBgn0262886	CR43241	2L	+	22131221	22132435	0.0	0.0	0.0
FBgn0032494	CG5945	2L	+	13239989	13241773	0.0	0.0	0.0
FBgn0267425	CR45778	2L	-	11011162	11012135	0.0	0.0	0.0
FBgn0261991	CG42809	2L	+	13457497	13458073	0.0	0.0	0.0
FBgn0053833	His3:CG33833	2L	+	21484681	21485209	0.0	0.0	0.0
FBgn0010314	Cks30A	2L	+	9330763	9331981	0.0	0.0	0.0
FBgn0263533	mir-4973	2L	+	20562298	20562448	0.0	0.0	0.0
FBgn0261560	Thor	2L	+	3478434	3479612	0.0	0.0	0.0
FBgn0069354	Porin2	2L	-	10845788	10847044	0.0	0.0	0.0
FBgn0045501	Gr22a	2L	-	1793668	1794917	0.0	0.0	0.0
FBgn0032694	MESR3	2L	+	18617256	18661776	0.0	0.0	0.0
FBgn0262879	CR43234	2L	-	20476711	20478920	0.0	0.0	0.0
FBgn0263091	CR43359	2L	+	22340622	22341291	0.0	0.0	0.0
FBgn0051677	CG31677	2L	-	20603535	20604196	0.0	0.0	0.0
FBgn0001995	mRpL4	2L	-	16328059	16329132	0.0	0.0	0.0
FBgn0031462	CG2964	2L	+	2812437	2814429	0.0	0.0	0.0
FBgn0025117	und	2L	+	9763369	9765338	0.0	0.0	0.0
FBgn0266357	CR45005	2L	-	1345501	1345840	0.0	0.0	0.0
FBgn0263333	CR43414	2L	-	20296643	20297299	0.0	0.0	0.0
FBgn0265951	CR44738	2L	+	18906124	18906747	0.0	0.0	0.0
FBgn0032287	CG6415	2L	+	10703621	10704930	0.0	0.0	0.0
FBgn0264435	CR43853	2L	+	15119783	15120819	0.0	0.0	0.0
FBgn0053859	His2A:CG33859	2L	+	21528341	21528833	0.0	0.0	0.0
FBgn0264362	CG43814	2L	-	18804491	18805347	0.0	0.0	0.0
FBgn0032705	Grip71	2L	+	18708846	18711297	0.0	0.0	0.0
FBgn0026396	Or22c	2L	+	2054589	2057967	0.0	0.0	0.0
FBgn0031606	CG15439	2L	-	4449295	4453038	0.0	0.0	0.0
FBgn0025687	LKR	2L	-	7791175	7795959	0.0	0.0	0.0
FBgn0031302	CG14340	2L	+	1112941	1114138	0.0	0.0	0.0
FBgn0032006	Pvr	2L	-	8220980	8239878	0.0	0.0	0.0
FBgn0260228	CG42502	2L	-	18808694	18811252	0.0	0.0	0.0
FBgn0266311	CR44976	2L	+	1708452	1709244	0.0	0.0	0.0
FBgn0266071	CR44824	2L	-	6138867	6139309	0.0	0.0	0.0
FBgn0263561	mir-4984	2L	-	8141540	8141662	0.0	0.0	0.0
FBgn0085427	CG34398	2L	+	8898786	8933594	0.0	0.0	0.0
FBgn0054011	CG34011	2L	+	5716701	5718067	0.0	0.0	0.0
FBgn0267255	CG45691	2L	-	17320250	17320712	0.0	0.0	0.0
FBgn0031309	Tfb4	2L	-	1149445	1150677	0.0	0.0	0.0
FBgn0010300	brat	2L	+	19133816	19179758	0.0	0.0	0.0
FBgn0031801	CG9498	2L	-	6349393	6351034	0.0	0.0	0.0
FBgn0031701	TotM	2L	+	5329857	5330464	0.0	0.0	0.0
FBgn0032193	CG5727	2L	-	10209853	10210681	0.0	0.0	0.0
FBgn0031332	CG5556	2L	-	1351728	1352868	0.0	0.0	0.0
FBgn0031219	CG13694	2L	-	115365	116488	0.0	0.0	0.0
FBgn0263869	CR43716	2L	-	4582250	4582968	0.0	0.0	0.0
FBgn0032032	CG17294	2L	+	8377035	8378206	0.0	0.0	0.0
FBgn0032360	CG14926	2L	-	11342301	11343318	0.0	0.0	0.0
FBgn0265072	CR44183	2L	+	12931551	12932340	0.0	0.0	0.0
FBgn0032484	kek4	2L	-	13212335	13215350	0.0	0.0	0.0
FBgn0032638	SPH93	2L	-	17454263	17455923	0.0	0.0	0.0
FBgn0085205	CG34176	2L	+	4004080	4004480	0.0	0.0	0.0
FBgn0266796	CR45258	2L	+	19327367	19327963	0.0	0.0	0.0
FBgn0031431	CG3515	2L	-	2551145	2552825	0.0	0.0	0.0
FBgn0086034	snoRNA:Me28S-G2743	2L	+	6745000	6745078	0.0	0.0	0.0
FBgn0031848	Nse1	2L	-	6676649	6677625	0.0	0.0	0.0
FBgn0000351	cort	2L	-	6674682	6676635	0.0	0.0	0.0
FBgn0026255	clumsy	2L	+	21206493	21211818	0.0	0.0	0.0
FBgn0265814	CR44603	2L	-	1618637	1626021	0.0	0.0	0.0
FBgn0265946	CR44733	2L	+	14409755	14410045	0.0	0.0	0.0
FBgn0053806	His3:CG33806	2L	+	21430255	21430783	0.0	0.0	0.0
FBgn0266870	CR45331	2L	+	14974468	14975001	0.0	0.0	0.0
FBgn0043456	CG4747	2L	+	10003832	10008889	0.0	0.0	0.0
FBgn0019686	lok	2L	+	20061422	20064381	0.0	0.0	0.0
FBgn0053642	CG33642	2L	+	13529975	13530736	0.0	0.0	0.0
FBgn0265583	CR44410	2L	-	17589471	17589700	0.0	0.0	0.0
FBgn0032336	AstC	2L	-	11076165	11081399	0.0	0.0	0.0
FBgn0266873	CR45334	2L	+	21930317	21931809	0.0	0.0	0.0
FBgn0032818	CG10628	2L	-	19757245	19758615	0.0	0.0	0.0
FBgn0054007	CG34007	2L	+	20495030	20495758	0.0	0.0	0.0
FBgn0029161	slmo	2L	-	6046516	6048706	0.0	0.0	0.0
FBgn0263468	snoRNA:SC35-a	2L	-	12432798	12432950	0.0	0.0	0.0
FBgn0032563	CG15258	2L	-	15360921	15361627	0.0	0.0	0.0
FBgn0000299	Cg25C	2L	+	5029609	5037279	0.0	0.0	0.0
FBgn0053910	His2B:CG33910	2L	-	21418112	21418706	0.0	0.0	0.0
FBgn0266160	CR44866	2L	+	15748001	15748324	0.0	0.0	0.0
FBgn0031585	CG2955	2L	+	4149279	4151203	0.0	0.0	0.0
FBgn0053739	snmRNA:430:CR33739	2L	+	21503660	21503695	0.0	0.0	0.0
FBgn0260954	CG42586	2L	-	14741161	14741840	0.0	0.0	0.0
FBgn0029173	fu2	2L	+	8464488	8466694	0.0	0.0	0.0
FBgn0262453	mir-275	2L	+	7425795	7425892	0.0	0.0	0.0
FBgn0051943	tRNA:CR31943	2L	+	2009155	2009226	0.0	0.0	0.0
FBgn0266038	CR44803	2L	+	21958463	21959111	0.0	0.0	0.0
FBgn0032475	Sfmbt	2L	-	13169649	13176785	0.0	0.0	0.0
FBgn0032127	CG13114	2L	+	9545811	9547424	0.0	0.0	0.0
FBgn0016978	snRNP-U1-70K	2L	-	6968711	6971737	0.0	0.0	0.0
FBgn0266305	CR44970	2L	+	12840895	12841323	0.0	0.0	0.0
FBgn0031406	Send1	2L	-	2254176	2255050	0.0	0.0	0.0
FBgn0032192	CG5731	2L	-	10207085	10209744	0.0	0.0	0.0
FBgn0031736	CG11030	2L	+	5724656	5762420	0.0	0.0	0.0
FBgn0260470	SP555	2L	+	5037709	5040818	0.0	0.0	0.0
FBgn0262398	mir-124	2L	+	17566370	17566469	0.0	0.0	0.0
FBgn0259683	Ir40a	2L	-	22189526	22214376	0.0	0.0	0.0
FBgn0028537	CG31775	2L	-	14737090	14737769	0.0	0.0	0.0
FBgn0032003	CG8349	2L	+	8215915	8216901	0.0	0.0	0.0
FBgn0031596	CG15429	2L	+	4352975	4354034	0.0	0.0	0.0
FBgn0065083	snmRNA:765	2L	+	5193471	5193516	0.0	0.0	0.0
FBgn0266035	CR44800	2L	+	7636951	7637324	0.0	0.0	0.0
FBgn0051754	His-Psi:CR31754	2L	+	21405668	21405970	0.0	0.0	0.0
FBgn0000307	chif	2L	-	16342430	16352628	0.0	0.0	0.0
FBgn0031918	CG6055	2L	+	7466543	7472493	0.0	0.0	0.0
FBgn0032888	CheB38c	2L	-	20820089	20820867	0.0	0.0	0.0
FBgn0028940	Cyp28a5	2L	+	13977302	13979569	0.0	0.0	0.0
FBgn0000384	cta	2L	+	22981816	22992951	0.0	0.0	0.0
FBgn0002543	lea	2L	-	1380086	1420453	0.0	0.0	0.0
FBgn0262413	mir-9b	2L	+	16698744	16698834	0.0	0.0	0.0
FBgn0265070	CR44181	2L	+	10695058	10698195	0.0	0.0	0.0
FBgn0032331	CG14913	2L	+	11016995	11018778	0.0	0.0	0.0
FBgn0266910	CR45370	2L	+	7604243	7604563	0.0	0.0	0.0
FBgn0004893	bowl	2L	+	3771700	3784121	0.0	0.0	0.0
FBgn0003732	Top2	2L	-	19447365	19453490	0.0	0.0	0.0
FBgn0265955	CR44742	2L	+	5287848	5288361	0.0	0.0	0.0
FBgn0032370	CG12307	2L	-	11651331	11652010	0.0	0.0	0.0
FBgn0028946	Or35a	2L	-	15622068	15623558	0.0	0.0	0.0
FBgn0266891	CR45351	2L	+	10638562	10639592	0.0	0.0	0.0
FBgn0051888	tRNA:CR31888	2L	-	8683806	8683877	0.0	0.0	0.0
FBgn0262333	mir-963	2L	+	5641990	5642078	0.0	0.0	0.0
FBgn0013300	Mst35Ba	2L	-	14879050	14881652	0.0	0.0	0.0
FBgn0051865	Ada1-1	2L	+	11996809	11997965	0.0	0.0	0.0
FBgn0032292	CG6750	2L	-	10731400	10732423	0.0	0.0	0.0
FBgn0032538	CG16885	2L	-	13932559	13934692	0.0	0.0	0.0
FBgn0053907	His4:CG33907	2L	-	21429655	21430066	0.0	0.0	0.0
FBgn0051804	CG31804	2L	+	17363496	17364351	0.0	0.0	0.0
FBgn0027868	Nup107	2L	-	10733293	10736071	0.0	0.0	0.0
FBgn0031849	CG11327	2L	-	6684842	6686712	0.0	0.0	0.0
FBgn0031267	Ipk2	2L	-	573033	574264	0.0	0.0	0.0
FBgn0263038	CG43333	2L	-	14163508	14180686	0.0	0.0	0.0
FBgn0051901	Mur29B	2L	+	8352187	8355172	0.0	0.0	0.0
FBgn0267018	CR45462	2L	-	17017747	17018049	0.0	0.0	0.0
FBgn0053729	snmRNA:430:CR33729	2L	+	21453073	21453108	0.0	0.0	0.0
FBgn0032372	CG4988	2L	+	11694804	11696107	0.0	0.0	0.0
FBgn0031986	CG8673	2L	+	8124329	8125799	0.0	0.0	0.0
FBgn0002673	twe	2L	-	16259414	16261877	0.0	0.0	0.0
FBgn0265953	CR44740	2L	+	18945700	18946154	0.0	0.0	0.0
FBgn0032213	CG5390	2L	-	10304069	10306594	0.0	0.0	0.0
FBgn0032822	CG10466	2L	+	19792104	19792782	0.0	0.0	0.0
FBgn0262526	vas	2L	+	15061656	15074383	0.0	0.0	0.0
FBgn0263332	CR43413	2L	+	18200336	18201135	0.0	0.0	0.0
FBgn0046113	GluRIIC	2L	+	914086	917805	0.0	0.0	0.0
FBgn0031285	CG3662	2L	+	821289	824337	0.0	0.0	0.0
FBgn0083961	CG34125	2L	+	4965673	4966399	0.0	0.0	0.0
FBgn0031741	CG11034	2L	+	5805395	5809063	0.0	0.0	0.0
FBgn0053194	CheA29a	2L	+	8477349	8478088	0.0	0.0	0.0
FBgn0028542	NimB4	2L	-	13968280	13969976	0.0	0.0	0.0
FBgn0058439	CG40439	2L	-	22797519	22798276	0.0	0.0	0.0
FBgn0031650	CG14044	2L	+	4942742	4944305	0.0	0.0	0.0
FBgn0014033	Sr-CI	2L	+	4121702	4124153	0.0	0.0	0.0
FBgn0263868	CR43715	2L	-	5433676	5434236	0.0	0.0	0.0
FBgn0032595	CG17996	2L	-	16730458	16731039	0.0	0.0	0.0
FBgn0265086	CR44197	2L	+	13089803	13090559	0.0	0.0	0.0
FBgn0004583	ex	2L	+	431227	448701	0.0	0.0	0.0
FBgn0001967	NimC3	2L	-	14019357	14020208	0.0	0.0	0.0
FBgn0266021	CR44786	2L	+	21819490	21822313	0.0	0.0	0.0
FBgn0051926	CG31926	2L	+	1495460	1497071	0.0	0.0	0.0
FBgn0263852	l(2)k12914	2L	-	8383612	8384137	0.0	0.0	0.0
FBgn0262353	CR43051	2L	+	12507939	12508504	0.0	0.0	0.0
FBgn0267280	CR45716	2L	-	4891327	4891845	0.0	0.0	0.0
FBgn0265941	CR44728	2L	+	14235318	14236307	0.0	0.0	0.0
FBgn0020497	emb	2L	+	8403573	8408853	0.0	0.0	0.0
FBgn0266587	CR45112	2L	-	17584725	17585095	0.0	0.0	0.0
FBgn0000547	ed	2L	+	4031377	4115749	0.0	0.0	0.0
FBgn0031851	Aatf	2L	+	6717625	6719389	0.0	0.0	0.0
FBgn0266909	CR45369	2L	+	628729	629052	0.0	0.0	0.0
FBgn0040211	hgo	2L	+	11136393	11138565	0.0	0.0	0.0
FBgn0260435	CR42530	2L	-	23320508	23324192	0.0	0.0	0.0
FBgn0032167	CG5853	2L	-	9940773	9947648	0.0	0.0	0.0
FBgn0032337	AstCC	2L	-	11083459	11085229	0.0	0.0	0.0
FBgn0265940	CR44727	2L	+	14234754	14235156	0.0	0.0	0.0
FBgn0028864	CG18477	2L	+	15661041	15662753	0.0	0.0	0.0
FBgn0032946	nrv3	2L	+	21380000	21393319	0.0	0.0	0.0
FBgn0085193	CG34164	2L	+	12056348	12058251	0.0	0.0	0.0
FBgn0264992	CR44143	2L	+	11721286	11722098	0.0	0.0	0.0
FBgn0051624	CG31624	2L	-	21199045	21200375	0.0	0.0	0.0
FBgn0028896	CG17329	2L	+	16291284	16291948	0.0	0.0	0.0
FBgn0040510	ACXA	2L	+	12921091	12925453	0.0	0.0	0.0
FBgn0086031	snoRNA:Me28S-U1230	2L	-	865366	865493	0.0	0.0	0.0
FBgn0004584	Rrp1	2L	-	2969773	2972508	0.0	0.0	0.0
FBgn0264363	CG43815	2L	+	3576210	3576623	0.0	0.0	0.0
FBgn0051741	CG31741	2L	+	18084256	18086714	0.0	0.0	0.0
FBgn0031637	mxt	2L	-	4841482	4847295	0.0	0.0	0.0
FBgn0031670	CG3887	2L	+	5010922	5012127	0.0	0.0	0.0
FBgn0051955	CG31955	2L	-	3711881	3713105	0.0	0.0	0.0
FBgn0031652	jet	2L	-	4948206	4949784	0.0	0.0	0.0
FBgn0086909	CG31751	2L	+	18677221	18683715	0.0	0.0	0.0
FBgn0053923	CG33923	2L	-	1341365	1342095	0.0	0.0	0.0
FBgn0032400	CG6770	2L	-	12045343	12046118	0.0	0.0	0.0
FBgn0053511	CG33511	2L	-	21081127	21082494	0.0	0.0	0.0
FBgn0032313	CG14070	2L	-	10900501	10901785	0.0	0.0	0.0
FBgn0032915	CG12050	2L	-	21094966	21102429	0.0	0.0	0.0
FBgn0051870	CG31870	2L	+	10790222	10791450	0.0	0.0	0.0
FBgn0032690	CG10333	2L	+	18606832	18609550	0.0	0.0	0.0
FBgn0051787	CG31787	2L	-	18284845	18285720	0.0	0.0	0.0
FBgn0264994	CR44145	2L	+	11736402	11737541	0.0	0.0	0.0
FBgn0032259	CG6144	2L	+	10488694	10490461	0.0	0.0	0.0
FBgn0262256	mir-959	2L	+	5640940	5641037	0.0	0.0	0.0
FBgn0028901	CG18109	2L	+	15784085	15790146	0.0	0.0	0.0
